;id;text
0;9dd7791b-a5e4-49a2-8836-f1c31b278fc7;"Name: AttributeSplitter
Category: Attributes, Strings
Description: Name: AttributeSplitter Category: Attributes, Strings Description: Configuration
Related Transformers: AttributeManager, StringConcatenator, StringFormatter, StringPairReplacer, StringReplacer, StringSearcher, SubstringExtractor"
1;af75a3ba-eff0-4363-bed8-49affca0018e;"Name: RasterBandMinMaxExtractor
Category: Calculated Values, Rasters
Description: Name: RasterBandMinMaxExtractor Category: Calculated Values, Rasters Description: erBandPropertyExtractor
Extracts the band and palette properties of a raster feature and exposes them as attributes.
RasterBandRemover
Removes any selected bands from a raster feature.
RasterBandSeparator
Separates bands or unique band and palette combinations, and outputs either individual raster features or a single new raster feature containing all combinations.
RasterStatisticsCalculator
Calculates statistics on raster bands and adds the results as attributes.

Working with Cells

RasterAspectCalculator
Calculates the aspect (direction of slope) for each cell of a raster. Aspect is measured in degrees from 0 to 360, clockwise from north.
RasterCellCoercer
Creates individual points or polygons for each cell in a raster, optionally extracting band values as z coordinates or attributes.
RasterCellValueCalculator
Evaluates basic arithmetic , minimum, maximum or average operations on the cell values of a pair of rasters.
RasterCellValueReplacer
Replaces a range of band values in a raster with a new single value.
RasterCellValueRounder
Rounds off raster cell values.
RasterSegmenter
Partitions a raster image into arbitrarily sized groups of cells from the input image based on intensity differences in the input raster image cells.
RasterSingularCellValueCalculator
Performs basic arithmetic operations on the cell values of a raster against a numeric value.
RasterSlopeCalculator
Calculates the slope (maximum rate of change in z) for each cell of a raster.

Working with Palettes

RasterPaletteAdder
Creates a palette from an attribute, and adds this palette to all selected bands on a raster.
RasterPaletteExtractor
Creates a string representation of an existing palette on a raster and saves it to an attribute.
RasterPaletteGenerator
Generates a palette out of the selected band(s) of a raster. The output raster will have the selected band(s) replaced by a new band with a palette.
RasterPaletteInterpretationCoercer
Alters the interpretation type of raster palettes.
RasterPaletteNodataSetter
Identifies the palette key that matches a raster band’s Nodata value, and sets a value on it.
RasterPaletteRemover

Related Transformers: RasterBandInterpretationCoercer, RasterBandPropertyExtractor, RasterCellValueCalculator, RasterExpressionEvaluator, RasterInterpretationCoercer, RasterPropertyExtractor, RasterStatisticsCalculator"
2;290aadca-51ec-49b2-abd8-062c8f3a363b;"Name: SolidBuilder
Category: 3D, Geometries
Description: Name: SolidBuilder Category: 3D, Geometries Description:  when the data is already sorted (or read using aSQL ORDER BYstatement) since less work is required of FME. If the data needs ordering, it can be sorted in theworkspace(though the added processing overhead may negate any gains).
Sorting becomes more difficult according to the number of data streams. Multiple streams of data could be almost impossible to sort into the correct order, since all features matching aGroup Byvalue need to arrive before any features (of any feature type or dataset) belonging to the next group. In this case, usingGroup BywithWhen All Features Receivedmay be the equivalent and simpler approach.
As with many scenarios, testing different approaches in yourworkspacewith your data is the only definitive way to identify performance gains.
Drop Voids
The Drop Voids parameter indicates whether or not solid features used to cut voids in containing features should be dropped or output.
Accumulation Mode
Specify how attributes should be accumulated:
Drop Incoming Attributes
All incoming attributes are removed from the features
Merge Incoming Attributes
Merges all attributes from overlapping features
Use Attributes From One Feature
Takes all attributes from one representative feature
Generate List
When enabled, adds a list attribute to the output features, retaining attribute values for multiple input features. A list with the same name is created fortraits.
List Name
Enter a name for the list attribute.
Add To List
All Attributes: Every attribute from all input features that contributed to the output feature will be added to the list specified inList Name.
Selected Attributes: Only the attributes specified in theSelected Attributesparameter will be added to the list specified inList Name.
Selected Attributes
The attributes to be added to the list whenAdd To ListisSelected Attributes.
Void Flag
Name the attribute to contain ""yes"" if that feature was used to cut a void inside some other feature, and ""no"" if that feature did not cut into any other features.

Editing Transformer Parameters

Using a set of menu options, transformer parameters can be assigned b
Related Transformers: "
3;6ad93799-fc60-46e0-9219-ac68daa4b757;"Name: CircularityCalculator
Category: Calculated Values, Data Quality
Description: Name: CircularityCalculator Category: Calculated Values, Data Quality Description: Parameters

Calculation Geometry
IfConvex Hullis specified, the 
 convex hull of the feature is used for the calculation; otherwise, the 
 geometry of the feature (Feature Boundary) is used.
Note that long, thin polygons may still have a fairly high circularity value if they curve around in a U-shape andConvex Hullis specified.
The value returned is:4 * PI * area / (perimeter 
 * perimeter)
Circularity
Name the attribute to contain the angularity calculation.

Editing Transformer Parameters

Using a set of menu options, transformer parameters can be assigned by referencing other elements in theworkspace. More advanced functions, such as an advanced editor and an arithmetic editor, are also available in some transformers. To access a menu of these options, clickbeside the applicable parameter. For more information, seeTransformer Parameter Menu Options.

Defining Values

There are several ways to define a value for use in a Transformer. The simplest is to simply type in a value or string, which can include functions of various types such as attribute references, math and string functions, andworkspaceparameters. There are a number of tools and shortcuts that can assist in constructing values, generally available from the drop-down context menu adjacent to the value field.

Using the Text Editor

The Text Editor provides a convenient way to construct text strings (including regular expressions) from various data sources, such as attributes, parameters, and constants, where the result is used directly inside a parameter.
Text Editor

Using the Arithmetic Editor

The Arithmetic Editor provides a convenient way to construct math expressions from various data sources, such as attributes, parameters, and feature functions, where the result is used directly inside a parameter.
Arithmetic Editor

Conditional Values

Set values depending on one or more test conditions that either pass or fail.
Parameter Condition Definition Dialog

Content

Expressions and strings can include a number of functions, characters, parameters, and more.
When setting values - whether entered directly in a parameter or construc
Related Transformers: "
4;d58c7e1a-fb69-40f8-821e-a361e55505f6;"Name: BaseConverter
Category: Calculated Values, Strings
Description: Name: BaseConverter Category: Calculated Values, Strings Description: ient way to construct math expressions from various data sources, such as attributes, parameters, and feature functions, where the result is used directly inside a parameter.
Arithmetic Editor

Conditional Values

Set values depending on one or more test conditions that either pass or fail.
Parameter Condition Definition Dialog

Content

Expressions and strings can include a number of functions, characters, parameters, and more.
When setting values - whether entered directly in a parameter or constructed using one of the editors - strings and expressions containing String, Math, Date/Time or FME Feature Functions will have those functions evaluated. Therefore, the names of these functions (in the form @<function_name>) should not be used as literal string values.
String Functions
Special Characters
Math Functions
Math Operators
FME Feature Functions
FME Parameters

Dialog Options - Tables

Transformers with table-style parameters have additional tools for populating and manipulating values.
Row Reordering

Enabled once you have clicked on a row item. Choices include:
Cut, Copy, and Paste

Enabled once you have clicked on a row item. Choices include:
Cut, copy, and paste may be used within a transformer, or between transformers.
Filter

Import

Reset/Refresh

Generally resets the table to its initial state, and may provide additional options to remove invalid entries. Behavior varies between transformers.
Note:Not all tools are available in all transformers.

FME Community

TheFME Communityis the place for demos, how-tos, articles, FAQs, and more. Get answers to your questions, learn from other users, and suggest, vote, and comment on new features.
Search forall results about the BaseConverteron theFME Community.
Related Transformers: "
5;ba6e1754-aa69-4907-bdfe-81b7bd5f66f2;"Name: RasterBandAdder
Category: Rasters
Description: Name: RasterBandAdder Category: Rasters Description: Adds a new band to a raster feature.
Jump to Configuration

Typical Uses
Related Transformers: RasterBandCombiner, RasterBandInterpretationCoercer, RasterBandKeeper, RasterBandNameSetter, RasterBandOrderer, RasterBandRemover, RasterBandSeparator, RasterInterpretationCoercer"
6;94a7ff2a-6b3f-45b7-92f1-c2fc582ceeee;"Name: RasterBandOrderer
Category: Rasters
Description: Name: RasterBandOrderer Category: Rasters Description: ording to its rotation angle property, interpolating new cell values, updating all other affected raster properties, and producing an output raster feature with a rotation angle of zero.
RasterSharpener
Enhances the features of a raster image. The RasterSharpener enhances the borders, lines, and curves while reducing noise in the flat areas of the raster image.
RasterSubsetter
Clips raster features using pixel bounds instead of ground coordinates, and optionally adds cells around the perimeter.
RasterTiler
Splits each input raster into a series of tiles by specifying either a tile size in cells/pixels or the number of tiles.
RasterToPolygonCoercer
Creates polygons from input raster features. One polygon is output for each contiguous area of pixels with the same value in the input raster.
WebMapTiler
Creates a series of image tiles that can be utilized by web mapping applications such as Bing™ Maps, Google Maps™, or Web Map Tile Service. This is done by resampling rasters to various different resolutions and then splitting them into tiles.

Working with Bands

RasterBandAdder
Adds a new band to a raster feature.
RasterBandCombiner
Merges coincidental raster features into a single output raster feature, preserving and appending all bands.
RasterBandInterpretationCoercer
Alters the interpretation type of individual raster bands, converting cell values if necessary.

RasterBandKeeper
Removes all unselected bands from a raster feature.
RasterBandMinMaxExtractor
Extracts the minimum and maximum band values, palette keys, and palette values from a raster feature, and adds them to a list attribute.
RasterBandNameSetter
Sets the band name of selected bands on a raster, making raster contents simpler to understand compared to band numbers.
RasterBandNodataRemover
Removes the existing Nodata identifier from selected bands of a raster feature. Any values previously equal to the Nodata value are considered valid data.
RasterBandNodataSetter
Sets a new Nodata value on selected bands of a raster feature.
RasterBandOrderer
Specifies the required order of bands in a raster. Bands are
Related Transformers: RasterBandAdder, RasterBandCombiner, RasterBandKeeper, RasterBandRemover, RasterBandSeparator"
7;55a0fb77-3a3f-476b-8b1d-72d018509abc;"Name: PointOnPointOverlayer
Category: Filters and Joins, Spatial Analysis
Description: Name: PointOnPointOverlayer Category: Filters and Joins, Spatial Analysis Description: How does it work?

The PointOnPointOverlayer compares all point features that enter through thePointinput port against each other. Each point may receive attributes from all other points located within the specified tolerance distance (a spatial join). Points also receive a count of the number of matched points encountered.
Geometry is unaltered.
Aggregates/multipoint geometries can either be deaggregated before processing or rejected.

Examples

In this example, we start with a single point dataset of reported crimes, over many years. The points are routed into the Point input port of the PointOnPointOverlayer.

There are two tasks we want to accomplish.
First, we want to count how many crimes were reported at any given location within the dataset. TheOverlap Countattribute will tell us how many other points were found within 2 meters of the location (as defined in thePoint Toleranceparameter, with the data in a UTM projection, ground units in meters).
Second, we will build alist attributethat contains the type of each report in the location. We enableGenerate List, and add theSelected AttributeTYPEto a list namedIncidentType.

The points are output with no changes to their geometry, but with new attributes added. The example point selected now has an_overlapsvalue of6, indicating that six points (crime reports) in total are at this location.
TheIncidentTypelist collects the Type attribute from each of the matching points.
Related Transformers: AreaOnAreaOverlayer, Bufferer, Clipper, Intersector, LineOnAreaOverlayer, LineOnLineOverlayer, NeighborFinder, PointOnAreaOverlayer, PointOnLineOverlayer, SpatialFilter, SpatialRelator, TopologyBuilder"
8;fb7f34b9-2f4e-45b6-97cb-e1b5ac3e29c5;"Name: AttributeCreator
Category: Attributes
Description: Name: AttributeCreator Category: Attributes Description: Adjacent Feature Attributes are accessed under Advanced: Attribute Value Handling. When turned on, you can specify a number of features preceding and following the current feature to reference in calculating new values.

Suppose we are given the dataset below:
ID
Latitude
Longitude
0
49.1640
-123.061
1
49.1643
-123.063
2
49.1642
-123.062
3
49.1642
-123.064

If theNumber of Prior FeaturesandNumber of Subsequent Featuresparameters are both set to 2, then when the first feature is read, the AttributeCreator has access to the following features:
Feature Reference
ID
Latitude
Longitude
feature[-2]
<missing>
<missing>
<missing>
feature[-1]
<missing>
<missing>
<missing>
current feature
0
49.1640
-123.061
feature[+1]
1
49.1643
-123.063
feature[+2]
2
49.1642
-123.062

Note that some attributes are missing because no features exist prior to the first feature.
After the second feature is read, the window of prior and subsequent features available to the AttributeCreator shifts to produce the following:
Feature Reference
ID
Latitude
Longitude
feature[-2]
<missing>
<missing>
<missing>
feature[-1]
0
49.1640
-123.061
current feature
1
49.1643
-123.063
feature[+1]
2
49.1642
-123.062
feature[+2]
3
49.1642
-123.064

This statement would calculate the average latitude of the two preceding features:

Calculations referencing adjacent features can be created in the Arithmetic Editor and the Text Editor. These editors will list the attributes of the currently processed feature first, then the prior features, then the subsequent features.
Related Transformers: AttributeCopier, AttributeExploder, AttributeKeeper, AttributeManager, AttributeRemover, AttributeRenamer, AttributeValueMapper, BulkAttributeRenamer, BulkAttributeRemover"
9;09661786-009d-48aa-acb2-63829f8dbbef;"Name: RasterBandRemover
Category: Rasters
Description: Name: RasterBandRemover Category: Rasters Description: Input Ports

This transformer accepts only raster features.

Output Ports

Raster features with any selected bands removed.
Non-raster features will be routed to the <Rejected> port, as well as invalid rasters.
Rejected features will have an fme_rejection_code attribute with one of the following values:
INVALID_GEOMETRY_TYPEINVALID_RASTER_NO_BANDS
Rejected Feature Handling:can be set to either terminate the translation or continue running when it encounters a rejected feature. This setting is available both as a defaultFME optionand as aworkspace parameter.

Parameters

This transformer has no parameters.

Editing Transformer Parameters

Using a set of menu options, transformer parameters can be assigned by referencing other elements in theworkspace. More advanced functions, such as an advanced editor and an arithmetic editor, are also available in some transformers. To access a menu of these options, clickbeside the applicable parameter. For more information, seeTransformer Parameter Menu Options.

Defining Values

There are several ways to define a value for use in a Transformer. The simplest is to simply type in a value or string, which can include functions of various types such as attribute references, math and string functions, andworkspaceparameters. There are a number of tools and shortcuts that can assist in constructing values, generally available from the drop-down context menu adjacent to the value field.

Using the Text Editor

The Text Editor provides a convenient way to construct text strings (including regular expressions) from various data sources, such as attributes, parameters, and constants, where the result is used directly inside a parameter.
Text Editor

Using the Arithmetic Editor

The Arithmetic Editor provides a convenient way to construct math expressions from various data sources, such as attributes, parameters, and feature functions, where the result is used directly inside a parameter.
Arithmetic Editor

Conditional Values

Set values depending on one or more test conditions that either pass or fail.
Parameter Condition Definition Dialog
Related Transformers: RasterBandAdder, RasterBandCombiner, RasterBandKeeper, RasterBandSeparator"
