;id;text
0;48b126e9-74b6-4b9f-8bda-27176f56045d;"Name: RasterPaletteRemover
Category: Rasters
Description: Name: RasterPaletteRemover Category: Rasters Description: How does it work?

The RasterPaletteRemover receives raster features and removes any selected palettes.
To select specific bands or palettes, use theRasterSelectorprior to the RasterPaletteRemover.
Cells are unaffected, retaining their original values.
If the source band has no palettes, the raster remains unchanged.

Examples

In this example, we have a single-band raster of land use zones, with an RGB palette. We want to remove the palette.

Note that the cell values are palette keys - in this case, a cell value of 6, which the palette associates with an RGB value.

The raster is routed into a RasterPaletteRemover.

This transformer has no parameters to configure.

The output raster feature has no palette, and theFME Data Inspectorrenders it as grayscale.

Note that the cell values are not changed, but the previously associated palette color has been removed.

In this example, we start with a single-band raster that has two palettes - one containing RGB colors, and one containing string descriptions. We want to remove the string palette. Note the band and palette 
Related Transformers: RasterPaletteExtractor, RasterPaletteResolver"
1;6c010f0f-ba90-4072-a666-c71e0c42d60e;"Name: PointOnPointOverlayer
Category: Filters and Joins, Spatial Analysis
Description: Name: PointOnPointOverlayer Category: Filters and Joins, Spatial Analysis Description: Choosing a Spatial Transformer

Many transformers can assess spatial relationships and perform spatial joins - analyzing topology, merging attributes, and sometimes modifying geometry. Generally, choosing the one that is most specific to the task you need to accomplish will provide the optimal performance results. If there is more than one way to do it (which is frequently the case), time spent on performance testing alternate methods may be worthwhile.
To correctly analyze spatial relationships, all features should be in the same coordinate system. TheReprojectormay be useful for reprojecting features within theworkspace.
Transformer
Can Merge Attributes
Alters Geometry
Counts Related Features
Creates List
Supported Types*
Recommended For
* Note thatCurveincludes Lines, Arcs, and Paths.Areaincludes Polygons, Donuts, and Ellipses.
Spatial analysis can be processing-intensive, particularly when a large number of features are involved. If you would like to tune the performance of yourworkspace, this is a good place to start.
When there are multiple ways to configure aworkspaceto reach the same go
Related Transformers: AreaOnAreaOverlayer, Bufferer, Clipper, Intersector, LineOnAreaOverlayer, LineOnLineOverlayer, NeighborFinder, PointOnAreaOverlayer, PointOnLineOverlayer, SpatialFilter, SpatialRelator, TopologyBuilder"
2;0814cae7-e190-4680-96b9-fa141d4a453d;"Name: NetworkTopologyCalculator
Category: Calculated Values, Spatial Analysis
Description: Name: NetworkTopologyCalculator Category: Calculated Values, Spatial Analysis Description: Finds the connected lines that belong to the same network graph.

Network Topology in FME

In order to successfully generate a network topology, some conditions must be met.
Lines must touch (be snapped) at anend vertex- first or last.
Lines must be split at junctions. TheTopologyBuildercan automate this process, but will not consider z-values (and so may not produce correct results for overpasses/underpasses, for example.)
A junction at an interior vertex (not an end vertex) produces acomplex edge, which is not supported.

Configuration
Related Transformers: NetworkFlowOrientor, ShortestPathFinder, StreamOrderCalculator, StreamPriorityCalculator"
3;3bcf2a5c-e8a4-4c51-8c5d-b1e94b6e571a;"Name: StatisticsCalculator
Category: Calculated Values
Description: Name: StatisticsCalculator Category: Calculated Values Description: countwhere # is a zero-based index of the unique attribute values.

Input Data Handling

Invalid, <null>, and <missing> data are considered invalid and will be skipped when calculating statistics other than total count. If no valid values are processed when calculating a statistic the result will be <null>. Trying to calculate standard deviation on only one value will also result in <null>. Total count, numeric count, and value count will never be <null>. NaN values are explicitly ignored when calculating Min, Max, Range, and Numeric Count.
For example, a calculated sum on all <missing> values will be <null> rather than a potentially misleading and less informative 0. However, if only some values are <missing> or invalid the resulting sum will be the same as if those values were 0.

Usage Notes

The StatisticsCalculator transformer has default suffixes and always prepends. Upgraded transformers will retain prepend settings when output attribute names were not prepended before upgrade as well as suffix names to maintain backwards compatibility and avoid disrupting existingwork
Related Transformers: "
4;9d323baf-744e-4167-8ad5-2931ac8dd0eb;"Name: StringSearcher
Category: Strings
Description: Name: StringSearcher Category: Strings Description: Performs a regular expression match on the specified expression.
If the expression matches the pattern, the feature is output via theMatchedport, and the portion of the original search string that matched the regular expression is stored in the  attribute specified in theMatched Result Attribute(and 
 optionally matching pieces of the expression are stored in the attribute list specified in theAll Matches List NameandSubexpression Matches List Nameparameters, along with the starting indices of each piece). Otherwise, it is output via theNotMatchedport.

Usage Notes

Test regular expressions with theRegular Expression Editorin theContains Regular Expressionfield’s context menu.
For more information on regular expression syntax, seehttps://perldoc.perl.org/perlre#Regular-Expressions.

Configuration
Related Transformers: StringReplacer"
5;91f2d5cf-d289-4156-ae5c-32d1ffddaa0c;"Name: JSONTemplater
Category: 
Description: Name: JSONTemplater Category:  Description: ent way to construct math expressions from various data sources, such as attributes, parameters, and feature functions, where the result is used directly inside a parameter.
Arithmetic Editor

Conditional Values

Set values depending on one or more test conditions that either pass or fail.
Parameter Condition Definition Dialog

Content

Expressions and strings can include a number of functions, characters, parameters, and more.
When setting values - whether entered directly in a parameter or constructed using one of the editors - strings and expressions containing String, Math, Date/Time or FME Feature Functions will have those functions evaluated. Therefore, the names of these functions (in the form @<function_name>) should not be used as literal string values.
String Functions
Special Characters
Math Functions
Math Operators
FME Feature Functions
FME Parameters

Dialog Options - Tables

Transformers with table-style parameters have additional tools for populating and manipulating values.
Row Reordering

Enabled once you have clicked on a row item. Ch
Related Transformers: "
6;e0d52202-fa55-4850-890f-491f00ff0b86;"Name: FeatureColorSetter
Category: Cartography and Reports
Description: Name: FeatureColorSetter Category: Cartography and Reports Description: Assigns colors to incoming features.

Example

In the example below, there are unique feature counts and then IDs.

If aggregates are not important, only 3 colors are required:
If, however, ID 2,20 is treated as an aggregate, then 4 colors are required and the pre-existing ID attributes must be supplied.
Related Transformers: "
7;577dc06c-9a91-4571-9e16-9c0034cfef21;"Name: PointCloudSurfaceBuilder
Category: 3D, Geometries, Point Clouds
Description: Name: PointCloudSurfaceBuilder Category: 3D, Geometries, Point Clouds Description:  directly inside a parameter.
Text Editor

Using the Arithmetic Editor

The Arithmetic Editor provides a convenient way to construct math expressions from various data sources, such as attributes, parameters, and feature functions, where the result is used directly inside a parameter.
Arithmetic Editor

Conditional Values

Set values depending on one or more test conditions that either pass or fail.
Parameter Condition Definition Dialog

Content

Expressions and strings can include a number of functions, characters, parameters, and more.
When setting values - whether entered directly in a parameter or constructed using one of the editors - strings and expressions containing String, Math, Date/Time or FME Feature Functions will have those functions evaluated. Therefore, the names of these functions (in the form @<function_name>) should not be used as literal string values.
String Functions
Special Characters
Math Functions
Math Operators
FME Feature Functions
FME Parameters

Dialog Options - Tables

Transformers with table-style parameters have additional tools for populating and manipulatin
Related Transformers: "
8;5b15a4cc-474c-478a-b1a9-b731d448d270;"Name: ComprehendConnector
Category: Web
Description: Name: ComprehendConnector Category: Web Description: Input Ports

This transformer accepts any feature.

Output Ports

Output will depend on the analysis chosen.

Language Detection

Detects the dominant language for text.  The service may return multiple language guesses for an individual request.
Attributes
_language_code
The language code guessed for the text.  A list of available languages is available at:https://docs.aws.amazon.com/comprehend/latest/dg/supported-languages.html
_confidence
The probability that a given prediction is correct.
The text analyzed.

Sentiment Detection

Detects the sentiment for text.
Attributes
_sentiment
The sentiment for the text. Possible values are:
_sentiment_postive
The confidence score for positive sentiment.
_sentiment_negative
The confidence score for negative sentiment.
_sentiment_neutral
The confidence score for neutral sentiment.
_sentiment_mixed
The confidence score for mixed sentiment.
_text
The text analyzed.

Key Phrase Detection

Detects the key phrases in text.
Attributes
_key_phrases{}.text
The key phrases from the text.
_key_phrases{}.confidence
A number betwee
Related Transformers: AmazonAthenaConnector, AzureComputerVisionConnector, AzureTextAnalyticsConnector, GoogleLanguageConnector, GoogleVisionConnector, RasterObjectDetector, RekognitionConnector, S3Connector, SQSConnector"
9;40d32a2e-c14a-4dff-94fc-228f86133a8c;"Name: RasterBandNodataSetter
Category: Rasters
Description: Name: RasterBandNodataSetter Category: Rasters Description: erges coincidental raster features into a single output raster feature, preserving and appending all bands.
RasterBandInterpretationCoercer
Alters the interpretation type of individual raster bands, converting cell values if necessary.

RasterBandKeeper
Removes all unselected bands from a raster feature.
RasterBandMinMaxExtractor
Extracts the minimum and maximum band values, palette keys, and palette values from a raster feature, and adds them to a list attribute.
RasterBandNameSetter
Sets the band name of selected bands on a raster, making raster contents simpler to understand compared to band numbers.
RasterBandNodataRemover
Removes the existing Nodata identifier from selected bands of a raster feature. Any values previously equal to the Nodata value are considered valid data.
RasterBandNodataSetter
Sets a new Nodata value on selected bands of a raster feature.
RasterBandOrderer
Specifies the required order of bands in a raster. Bands are reordered according 
 to the input band indices.
RasterBandPropertyExtractor
Extracts the band and palette properties of a raster
Related Transformers: RasterBandNodataRemover, RasterPaletteNodataSetter"
